Design Variation:  extent_x_pos='1000mm' extent_x_size='-1000mm' extent_y_pos='1000mm' extent_y_size='-1000mm' Signal12_lower_elevation='0mm' Signal4_lower_elevation='0mm'
Setup1:LastAdaptive
Problem Type:  C
C Units:fF, G Units:mSie
Reduce Matrix:  Original
Frequency:  6GHz

Capacitance Matrix
,C0_L,C0_R,C1_L,C1_R,C2_L,C2_R,C3_L,C3_R,GND,Q0_L,Q0_R,Q0_read,Q0_xy,Q1_L,Q1_R,Q1_read,Q1_xy,Q2_L,Q2_R,Q2_read,Q2_xy,Q3_L,Q3_R,Q3_read,Q3_xy,
Q2_read,6.020980088463944E-06,1.024054333299804E-05,7.253841206882660E-05,5.326986308270945E-04,2.459652505590208E-03,3.530559637465109E-04,2.469198176431373E-05,1.034664704594196E-05,1.121836712538911E-01,2.431002211289077E-06,4.063174246116069E-06,1.517947617274427E-07,3.803376719037681E-08,6.106534846012086E-06,1.108574492732946E-05,2.327103789040254E-07,2.656923980494588E-07,1.738494855619661E-01,9.482454173205574E-03,1.000000000000000E+00,1.025632410962177E-04,2.205133421307214E-05,3.794006363083786E-05,4.451897178538772E-06,6.073345167650826E-07
Q2_xy,2.005891125788885E-06,4.075547643817547E-06,3.942915357752843E-05,2.398451256365581E-04,2.358254696850520E-04,3.372089316064584E-05,5.141839241461730E-06,2.213738494493089E-06,1.781319630427510E-01,5.098098184659102E-07,8.107614389119229E-07,4.614613188372715E-08,7.010910254019408E-08,4.503169488196959E-06,5.962000754263198E-06,2.147982164182575E-07,2.599602818252793E-07,3.782774619652114E-03,8.816855796698462E-04,1.025632410962177E-04,1.000000000000000E+00,3.906975834717518E-06,5.884465456956926E-06,5.761151882563971E-07,1.109066113664800E-06
Q3_L,1.796430083227803E-04,9.263458248189808E-05,9.282122870335970E-05,1.763877385846604E-04,1.980798354819610E-03,1.735864019722556E-02,1.772843418483754E-02,2.020978172946989E-03,1.360482939499889E-01,1.218838074303786E-04,2.123287480825194E-04,6.079238073757534E-06,3.660890130376282E-06,2.605669366319890E-05,4.308482505193412E-05,2.269768834208064E-06,5.989257419755584E-07,1.171834360704716E-04,1.988247571526006E-04,2.205133421307214E-05,3.906975834717518E-06,1.000000000000000E+00,3.501006244350495E-01,1.868302499792484E-01,3.843605207516817E-03
Q3_R,3.534799540448300E-04,1.738101962065037E-04,1.749065446751159E-04,3.503200900822378E-04,4.150588311500361E-03,8.785047054570211E-02,8.834315362789824E-02,4.158191510984509E-03,1.034405497229745E-01,2.090468014550168E-04,3.830552793983207E-04,1.056145193936485E-05,5.451071420552856E-06,4.292867233595253E-05,8.436840533771739E-05,3.585672307994543E-06,6.831598507019193E-07,2.078011428773514E-04,3.641302522613348E-04,3.794006363083786E-05,5.884465456956926E-06,3.501006244350495E-01,1.000000000000000E+00,9.899421633252406E-03,8.960919287808654E-04
Q3_read,1.036528006065926E-05,6.395629479402957E-06,9.585827682558679E-06,2.443896157736977E-05,3.448830168997090E-04,2.432841772625561E-03,5.544014282230786E-04,7.435874299362670E-05,9.743782384298175E-02,5.628382379253470E-06,9.958108278938026E-06,2.440886791491640E-07,2.201655668234420E-07,2.276240739560445E-06,3.620434496651077E-06,1.920716027833689E-07,3.876931551181185E-08,2.182599917272900E-05,3.531428665951061E-05,4.451897178538772E-06,5.761151882563971E-07,1.868302499792484E-01,9.899421633252406E-03,1.000000000000000E+00,1.064421978173461E-04
Q3_xy,3.931895402258015E-06,2.497122515610046E-06,2.078222263600615E-06,4.416331518956181E-06,3.603932483259858E-05,2.272487583370255E-04,2.399952875947428E-04,3.439796261118330E-05,1.721881795546265E-01,2.770768159546948E-06,6.764560482363104E-06,2.312798131602193E-08,1.341504680282322E-06,6.741761748851339E-07,7.664549978426975E-07,6.867755528502344E-08,0.000000000000000E+00,7.997792765551494E-06,1.109871360180494E-05,6.073345167650826E-07,1.109066113664800E-06,3.843605207516817E-03,8.960919287808654E-04,1.064421978173461E-04,1.000000000000000E+00

Spice Capacitance Matrix
,C0_L,C0_R,C1_L,C1_R,C2_L,C2_R,C3_L,C3_R,GND,Q0_L,Q0_R,Q0_read,Q0_xy,Q1_L,Q1_R,Q1_read,Q1_xy,Q2_L,Q2_R,Q2_read,Q2_xy,Q3_L,Q3_R,Q3_read,Q3_xy,
C0_L,4.243084377084429E-01,4.730343026203526E+01,4.943242040134879E-01,1.608467250848163E-01,7.390880636426835E-02,9.577760305675323E-02,4.942256117496323E-01,3.797685935761091E+00,1.198887364439811E+02,3.152445566517756E+00,1.511948247956033E+01,2.922726043297305E-01,2.805306494347086E-02,3.570402730886278E-01,7.110485808285123E-01,3.897575679614593E-02,3.666317566938027E-03,1.654833687224048E-02,3.058026209833773E-02,6.683762150527604E-04,2.472201376129699E-04,3.260239830927972E-02,6.078508122032943E-02,1.069980522023375E-03,4.689255481163507E-04
C0_R,4.730343026203526E+01,4.248869610792009E-01,3.784314836685710E+00,4.888048822524581E-01,9.718188203143702E-02,7.320187074948911E-02,1.599794907542257E-01,4.936754440685639E-01,1.202207104874321E+02,3.572579097117212E-01,7.074958748829651E-01,4.449313357215307E-02,4.729791744890991E-03,3.149925985991097E+00,1.511413892378263E+01,2.681358616662693E-01,2.575707433679768E-02,3.229824449159169E-02,6.154947000127560E-02,1.137613282655705E-03,5.026669368113287E-04,1.682403786483204E-02,2.991061344740826E-02,6.606873408709181E-04,2.980297703427262E-04
C1_L,4.943242040134879E-01,3.784314836685710E+00,4.327718906734058E-01,4.729703797911723E+01,4.906776664142944E-01,1.619328743306808E-01,7.332477916021229E-02,9.673433868764013E-02,1.202519124062472E+02,3.187284157715239E-02,5.962779532996103E-02,2.995186253983088E-03,4.360801296914119E-04,3.221403804107008E+00,1.521059126882906E+01,5.945182284460937E-02,2.541612613063372E-02,3.680823848026956E-01,7.201477312956440E-01,8.057872823840318E-03,4.862868322561246E-03,1.685718727359234E-02,3.009794474470639E-02,9.902002178643575E-04,2.480233108155975E-04
C1_R,1.608467250848163E-01,4.888048822524581E-01,4.729703797911723E+01,4.375293735843114E-01,3.788549554510181E+00,4.906440393391525E-01,9.771489509030193E-02,7.424612134432663E-02,1.200220358279495E+02,1.730134103757711E-02,3.035519447845481E-02,1.277233101050334E-03,2.731171020784776E-04,3.688164640504689E-01,7.167571082775717E-01,8.110555296806739E-03,3.992167032407274E-03,3.228054587134660E+00,1.521981932854339E+01,5.914249317695778E-02,2.956457469813796E-02,3.201635408111588E-02,6.025061823725015E-02,2.523142807466957E-03,5.267782775329601E-04
C2_L,7.390880636426835E-02,9.718188203143702E-02,4.906776664142944E-01,3.788549554510181E+00,4.319916381236005E-01,4.729786548895184E+01,4.901151537260437E-01,1.608601975126204E-01,1.199105058776583E+02,1.713789695743147E-02,3.053646714695688E-02,7.057229626249343E-04,2.714303334432775E-04,3.239191723254901E-02,6.041359713336138E-02,1.104143363815804E-03,3.192832941387433E-04,3.148741759208472E+00,1.509840868930575E+01,2.730178331168109E-01,2.906234536497097E-02,3.594537021662655E-01,7.136829717383412E-01,3.559836932491258E-02,4.297758910907503E-03
C2_R,9.577760305675323E-02,7.320187074948911E-02,1.619328743306808E-01,4.906440393391525E-01,4.729786548895184E+01,4.226856408193657E-01,3.785173102118097E+00,4.936126112184886E-01,1.202822336279652E+02,3.211631046870164E-02,6.003075450955370E-02,1.164188751514822E-03,5.482498841520875E-04,1.682227161706923E-02,3.014746068390919E-02,7.034376353405421E-04,1.864439812811487E-04,3.580342934255105E-01,7.140344440123558E-01,3.922582141619638E-02,4.159587412154418E-03,3.153041089566156E+00,1.511997255065210E+01,2.513526072174818E-01,2.712552527517223E-02
C3_L,4.942256117496323E-01,1.599794907542257E-01,7.332477916021229E-02,9.771489509030193E-02,4.901151537260437E-01,3.785173102118097E+00,4.402391604177261E-01,4.729712694978142E+01,1.202403655290712E+02,3.680357088981396E-01,7.135489428238047E-01,8.522820179366364E-03,4.050328323652818E-03,1.677816159150597E-02,2.978116189227914E-02,1.085587297719546E-03,2.821646717387860E-04,3.186122558011189E-02,6.110599055226661E-02,2.742741467353750E-03,6.341180430206870E-04,3.219472639778510E+00,1.520128282723291E+01,5.726566401381900E-02,2.864044637474973E-02
C3_R,3.797685935761091E+00,4.936754440685639E-01,9.673433868764013E-02,7.424612134432663E-02,1.608601975126204E-01,4.936126112184886E-01,4.729712694978142E+01,4.264823087126279E-01,1.200502229596692E+02,3.229506187556571E+00,1.523914022318464E+01,6.290581841208859E-02,2.768215110575256E-02,3.180844281048626E-02,6.040007954510300E-02,2.718316912912778E-03,5.419538634501324E-04,1.664692383556049E-02,3.049386256554656E-02,1.148883202221469E-03,2.729136473543556E-04,3.668793792525559E-01,7.152521116968410E-01,7.678021436921680E-03,4.103525235202458E-03
GND,1.198887364439811E+02,1.202207104874321E+02,1.202519124062472E+02,1.200220358279495E+02,1.199105058776583E+02,1.202822336279652E+02,1.202403655290712E+02,1.200502229596692E+02,4.181676944929997E+02,8.796717744964587E+01,6.335368008544706E+01,5.266694711089746E+01,7.335169332915615E+01,8.800060701815784E+01,6.340162727062270E+01,4.236396580470539E+01,6.250063458839860E+01,8.798350322518957E+01,6.336006332545846E+01,4.439214455177310E+01,7.826021248468264E+01,8.801465923014364E+01,6.340824212398326E+01,3.585461710050329E+01,7.320284417349238E+01
Q0_L,3.152445566517756E+00,3.572579097117212E-01,3.187284157715239E-02,1.730134103757711E-02,1.713789695743147E-02,3.211631046870164E-02,3.680357088981396E-01,3.229506187556571E+00,8.796717744964587E+01,3.638862229585194E-01,5.670278277244282E+01,1.818230987508335E+01,4.309530359333080E-01,1.961287761677985E-02,3.262961663790606E-02,2.326357966015153E-03,3.162046204396453E-04,4.527423020914784E-03,5.966205562238557E-03,2.542725967982254E-04,5.920318766499567E-05,2.084230039345672E-02,3.387163394931533E-02,5.474429087765060E-04,3.113597972500958E-04
Q0_R,1.511948247956033E+01,7.074958748829651E-01,5.962779532996103E-02,3.035519447845481E-02,3.053646714695688E-02,6.003075450955370E-02,7.135489428238047E-01,1.523914022318464E+01,6.335368008544706E+01,5.670278277244282E+01,2.507166164858554E-01,9.485719716256454E-01,9.641030271831554E-02,3.320881967499504E-02,5.791774060988682E-02,3.731498967339523E-03,7.877654542166625E-04,7.265618232388867E-03,1.301424269821215E-02,4.027190783458804E-04,8.921801021084153E-05,3.440574691706541E-02,5.881344586164441E-02,9.178139129423896E-04,7.203183597821890E-04
Q0_read,2.922726043297305E-01,4.449313357215307E-02,2.995186253983088E-03,1.277233101050334E-03,7.057229626249343E-04,1.164188751514822E-03,8.522820179366364E-03,6.290581841208859E-02,5.266694711089746E+01,1.818230987508335E+01,9.485719716256454E-01,-3.382215853304568E-15,7.488012907295314E-03,2.583881112587677E-03,4.151560185275865E-03,3.347121576617798E-04,6.049737653533863E-05,2.411492190889688E-04,3.148213437714298E-04,1.031958355382253E-05,3.483079450778052E-06,6.756783017527653E-04,1.112262844868597E-03,1.543099958461556E-05,1.689239615416921E-06
Q0_xy,2.805306494347086E-02,4.729791744890991E-03,4.360801296914119E-04,2.731171020784776E-04,2.714303334432775E-04,5.482498841520875E-04,4.050328323652818E-03,2.768215110575256E-02,7.335169332915615E+01,4.309530359333080E-01,9.641030271831554E-02,7.488012907295314E-03,-1.141613030128763E-14,4.781625188555454E-04,5.845880712690730E-04,3.668320965015852E-05,1.163237562742788E-04,6.368777294402145E-05,9.097763505135214E-05,2.616389734930781E-06,5.354638937436200E-06,4.117230886222333E-04,5.808893053796592E-04,1.408391923259642E-05,9.914559604213137E-05
Q1_L,3.570402730886278E-01,3.149925985991097E+00,3.221403804107008E+00,3.688164640504689E-01,3.239191723254901E-02,1.682227161706923E-02,1.677816159150597E-02,3.180844281048626E-02,8.800060701815784E+01,1.961287761677985E-02,3.320881967499504E-02,2.583881112587677E-03,4.781625188555454E-04,3.542460133824509E-01,5.672627023024876E+01,1.820044771109610E+01,4.157729501351632E-01,2.112921466434174E-02,3.333998733536311E-02,6.387953636023045E-04,5.230074797012637E-04,4.456271648640231E-03,6.956532023458062E-03,2.214247398020668E-04,7.576845984442690E-05
Q1_R,7.110485808285123E-01,1.511413892378263E+01,1.521059126882906E+01,7.167571082775717E-01,6.041359713336138E-02,3.014746068390919E-02,2.978116189227914E-02,6.040007954510300E-02,6.340162727062270E+01,3.262961663790606E-02,5.791774060988682E-02,4.151560185275865E-03,5.845880712690730E-04,5.672627023024876E+01,2.569995607843917E-01,9.285204687729079E-01,8.866345949085376E-02,3.478116744312831E-02,5.669681105666061E-02,1.098830576691286E-03,6.561159145532312E-04,6.981932119169369E-03,1.295460306465904E-02,3.337087420701751E-04,8.162076439283682E-05
Q1_read,3.897575679614593E-02,2.681358616662693E-01,5.945182284460937E-02,8.110555296806739E-03,1.104143363815804E-03,7.034376353405421E-04,1.085587297719546E-03,2.718316912912778E-03,4.236396580470539E+01,2.326357966015153E-03,3.731498967339523E-03,3.347121576617798E-04,3.668320965015852E-05,1.820044771109610E+01,9.285204687729079E-01,2.173661084627850E-02,6.600892007016051E-03,5.709484983645859E-04,1.006563832755337E-03,1.464690745860350E-05,1.501009864458495E-05,2.335593441059558E-04,3.496062575122139E-04,1.124176183381745E-05,4.644010088949910E-06
Q1_xy,3.666317566938027E-03,2.575707433679768E-02,2.541612613063372E-02,3.992167032407274E-03,3.192832941387433E-04,1.864439812811487E-04,2.821646717387860E-04,5.419538634501324E-04,6.250063458839860E+01,3.162046204396453E-04,7.877654542166625E-04,6.049737653533863E-05,1.163237562742788E-04,4.157729501351632E-01,8.866345949085376E-02,6.600892007016051E-03,3.636547694047750E-02,7.644119090114712E-04,9.271800018714464E-04,1.688425609234044E-05,1.834140042488579E-05,6.222447137804252E-05,6.725174427048697E-05,2.291036302720544E-06,-0.000000000000000E+00
Q2_L,1.654833687224048E-02,3.229824449159169E-02,3.680823848026956E-01,3.228054587134660E+00,3.148741759208472E+00,3.580342934255105E-01,3.186122558011189E-02,1.664692383556049E-02,8.798350322518957E+01,4.527423020914784E-03,7.265618232388867E-03,2.411492190889688E-04,6.368777294402145E-05,2.112921466434174E-02,3.478116744312831E-02,5.709484983645859E-04,7.644119090114712E-04,3.528563608259924E-01,5.672998591400426E+01,1.818627814768869E+01,4.393428640448109E-01,2.004112429820146E-02,3.367415966735414E-02,2.123174008176762E-03,8.988530759235739E-04
Q2_R,3.058026209833773E-02,6.154947000127560E-02,7.201477312956440E-01,1.521981932854339E+01,1.509840868930575E+01,7.140344440123558E-01,6.110599055226661E-02,3.049386256554656E-02,6.336006332545846E+01,5.966205562238557E-03,1.301424269821215E-02,3.148213437714298E-04,9.097763505135214E-05,3.333998733536311E-02,5.669681105666061E-02,1.006563832755337E-03,9.271800018714464E-04,5.672998591400426E+01,2.654178924090243E-01,9.398746138122144E-01,9.702543439950088E-02,3.221848105374742E-02,5.590933732025581E-02,3.254922408712737E-03,1.181870668794235E-03
Q2_read,6.683762150527604E-04,1.137613282655705E-03,8.057872823840318E-03,5.914249317695778E-02,2.730178331168109E-01,3.922582141619638E-02,2.742741467353750E-03,1.148883202221469E-03,4.439214455177310E+01,2.542725967982254E-04,4.027190783458804E-04,1.031958355382253E-05,2.616389734930781E-06,6.387953636023045E-04,1.098830576691286E-03,1.464690745860350E-05,1.688425609234044E-05,1.818627814768869E+01,9.398746138122144E-01,6.841396262132075E-02,7.286393850173369E-03,2.306845561374765E-03,3.760751916181792E-03,2.649014742848994E-04,4.175171524674635E-05
Q2_xy,2.472201376129699E-04,5.026669368113287E-04,4.862868322561246E-03,2.956457469813796E-02,2.906234536497097E-02,4.159587412154418E-03,6.341180430206870E-04,2.729136473543556E-04,7.826021248468264E+01,5.920318766499567E-05,8.921801021084153E-05,3.483079450778052E-06,5.354638937436200E-06,5.230074797012637E-04,6.561159145532312E-04,1.501009864458495E-05,1.834140042488579E-05,4.393428640448109E-01,9.702543439950088E-02,7.286393850173369E-03,-6.388875367453625E-15,4.537817911994564E-04,6.475992535643965E-04,3.806021752026493E-05,8.464990693926690E-05
Q3_L,3.260239830927972E-02,1.682403786483204E-02,1.685718727359234E-02,3.201635408111588E-02,3.594537021662655E-01,3.153041089566156E+00,3.219472639778510E+00,3.668793792525559E-01,8.801465923014364E+01,2.084230039345672E-02,3.440574691706541E-02,6.756783017527653E-04,4.117230886222333E-04,4.456271648640231E-03,6.981932119169369E-03,2.335593441059558E-04,6.222447137804252E-05,2.004112429820146E-02,3.221848105374742E-02,2.306845561374765E-03,4.537817911994564E-04,3.514502359705783E-01,5.673550829057095E+01,1.817489368401947E+01,4.319868880118412E-01
Q3_R,6.078508122032943E-02,2.991061344740826E-02,3.009794474470639E-02,6.025061823725015E-02,7.136829717383412E-01,1.511997255065210E+01,1.520128282723291E+01,7.152521116968410E-01,6.340824212398326E+01,3.387163394931533E-02,5.881344586164441E-02,1.112262844868597E-03,5.808893053796592E-04,6.956532023458062E-03,1.295460306465904E-02,3.496062575122139E-04,6.725174427048697E-05,3.367415966735414E-02,5.590933732025581E-02,3.760751916181792E-03,6.475992535643965E-04,5.673550829057095E+01,2.602473569694908E-01,9.124886850946710E-01,9.542833339327071E-02
Q3_read,1.069980522023375E-03,6.606873408709181E-04,9.902002178643575E-04,2.523142807466957E-03,3.559836932491258E-02,2.513526072174818E-01,5.726566401381900E-02,7.678021436921680E-03,3.585461710050329E+01,5.474429087765060E-04,9.178139129423896E-04,1.543099958461556E-05,1.408391923259642E-05,2.214247398020668E-04,3.337087420701751E-04,1.124176183381745E-05,2.291036302720544E-06,2.123174008176762E-03,3.254922408712737E-03,2.649014742848994E-04,3.806021752026493E-05,1.817489368401947E+01,9.124886850946710E-01,1.881185725336500E-02,6.804578464939058E-03
Q3_xy,4.689255481163507E-04,2.980297703427262E-04,2.480233108155975E-04,5.267782775329601E-04,4.297758910907503E-03,2.712552527517223E-02,2.864044637474973E-02,4.103525235202458E-03,7.320284417349238E+01,3.113597972500958E-04,7.203183597821890E-04,1.689239615416921E-06,9.914559604213137E-05,7.576845984442690E-05,8.162076439283682E-05,4.644010088949910E-06,-0.000000000000000E+00,8.988530759235739E-04,1.181870668794235E-03,4.175171524674635E-05,8.464990693926690E-05,4.319868880118412E-01,9.542833339327071E-02,6.804578464939058E-03,5.120793182895732E-02

Conductance Matrix
,C0_L,C0_R,C1_L,C1_R,C2_L,C2_R,C3_L,C3_R,GND,Q0_L,Q0_R,Q0_read,Q0_xy,Q1_L,Q1_R,Q1_read,Q1_xy,Q2_L,Q2_R,Q2_read,Q2_xy,Q3_L,Q3_R,Q3_read,Q3_xy,
C0_L,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
C0_R,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
C1_L,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
C1_R,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
C2_L,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
C2_R,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
C3_L,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
C3_R,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
GND,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q0_L,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q0_R,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q0_read,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q0_xy,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q1_L,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q1_R,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
Q1_read,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00
